Energia,Ao_vivo,Tempo,Falado,Orgânico,Instrumental,Compasso,Dançabilidade,Tom,Duração,Força,Positividade,Modo,Tipo,Music_id,Playlist_name,Album_name,Artista,Music_name
"0,665","0,135","125,935","0,0433","0,663","0,0000013",4,"0,805",6,139048,"0,619369763392618","0,77",1,audio_features,0y7I9HOzO9rY2KAIBZZI3S,Happy,ADE Sampler 2019,David Puentez,The Weekend
"0,895","0,0805","124,984","0,0486","0,0164","0,124",4,"0,64",7,205440,"0,35330517600575","0,839",1,audio_features,2IcIDYD4J7ikDSX3nBQWZ7,Happy,Feel Alive (feat. Katt Rockell) [LA Riots Remix],DJ D-Sol,Feel Alive (feat. Katt Rockell) - LA Riots Remix
"0,859","0,0909","121,968","0,0636","0,000609","0,746",4,"0,622",5,218373,"0,41562340882986","0,442",1,audio_features,3C4fzUgIP3ahkhOBdP38GM,Happy,Heaven Can Wait (The Aston Shuffle Remix),Sia,Heaven Can Wait - The Aston Shuffle Remix
"0,871","0,0584","113,967","0,0492","0,35",0,4,"0,6",0,195789,"0,593813408662064","0,511",1,audio_features,2HuSaKSnkvSaRQviRm1glh,Happy,Ride Or Die (feat. Foster The People) [Vicetone Remix],The Knocks,Ride Or Die (feat. Foster The People) - Vicetone Remix
"0,816","0,0581","130,099","0,213","0,0515","0,0034",4,"0,542",5,200335,"0,411623347302765","0,218",1,audio_features,1mkTz6YOnjIYbNUTsUM3k0,Happy,Miracles,Melofellaz,Miracles - Radio Edit
"0,559","0,0811","114,036","0,213","0,0509",0,4,"0,826",0,178947,"0,500092106894332","0,811",1,audio_features,6gUsH0j7tYy2VXDErONDZE,Happy,Kids At Play - EP (Remixes),Louis The Child,The City (feat. Quinn XCII) - Party Pupils Remix
"0,953","0,0891","127,969","0,0713","0,000614","0,33",4,"0,204",6,178125,"0,508744819644691","0,151",1,audio_features,6Uqm9E8bUF0sGLhyrLzuOr,Happy,Asteroid Factory,Steve Brian,Stargazer
"0,789","0,489","127,93","0,314","0,0116","0,00319",4,"0,643",6,105005,"0,432215164232787","0,583",0,audio_features,4zh4poeYcwlL0GesUqx9VM,Happy,Immaculate Taste,Engelwood,Immaculate Taste
"0,867","0,213","128,093","0,044","0,00839","0,000123",4,"0,493",5,271875,"0,600067353864116","0,0515",0,audio_features,1rp6cR6sTSxBylag9Z1d2m,Happy,Shivohum,Tritonal,Shivohum
"0,827","0,288","121,979","0,0418","0,0334","0,101",4,"0,797",5,169402,"0,524384685788503","0,68",1,audio_features,6b56B8Ew3d0WDnd4Vq01Gh,Happy,Don't Wanna Dance,Boston Bun,Don't Wanna Dance
"0,884","0,322","117,999","0,0362","0,113","0,0000108",4,"0,603",1,207076,"0,554178917504792","0,761",0,audio_features,0rSl218oxR74JIerOYPmSr,Happy,Winnebago (feat. Quinn XCII & Daniel Wilson) [Remixes],Gryffin,Winnebago (feat. Quinn XCII & Daniel Wilson) - Alphalove Remix
"0,961","0,294","126,984","0,0525","0,000847","0,771",4,"0,534",4,205670,"0,518024141905374","0,24",0,audio_features,3bnkaXJ2x43eJfAu79gCOM,Happy,Salvation,House Gospel Choir,Salvation
"0,646","0,0617","123,025","0,126","0,00112","0,0839",4,"0,913",3,230244,"0,420145774398905","0,776",1,audio_features,42EBu48K2ndPhG87qdOws6,Happy,Troubles,Peter Brown,Troubles - Richard Earnshaw Revision
"0,817","0,269","125,054","0,0431","0,0126",0,4,"0,759",11,186387,"0,470760483256583","0,608",0,audio_features,5KgyK8XlEKigV538fdY3SH,Happy,Snacks (Supersize),Jax Jones,Play (with Years & Years)
"0,94","0,679","122,032","0,0756","0,00163","0,0404",4,"0,672",10,198197,"0,637675894432609","0,532",0,audio_features,2XCJSzcMKnGfgdJS0PtPkg,Happy,Get Happy (feat. Mat Zo),The Knocks,Get Happy (feat. Mat Zo)
"0,977","0,359","138,101","0,122","0,00095","0,000776",4,"0,458",1,203098,"0,59889405220786","0,202",1,audio_features,4lRyDKi6tPsPneyhoT3wo6,Happy,Still Alive,Ashley Wallbridge,Still Alive
"0,789","0,0447","121,009","0,0922","0,0358","0,0000182",4,"0,757",9,239028,"0,553350109215737","0,896",0,audio_features,3hrN93f0xTIsejwDB3avn6,Happy,Life Is A Dancefloor (feat. Kimberly Davis),The Shapeshifters,Life Is A Dancefloor (feat. Kimberly Davis)
"0,915","0,601","122,965","0,285","0,000867","0,78",4,"0,905",7,312683,"0,43807654369313","0,808",1,audio_features,4JP75KhcEsS3Lgo8adlwys,Happy,High Fidelity,Hoodboi,High Fidelity
"0,903","0,256","130,007","0,0935","0,00339","0,693",4,"0,828",6,159231,"0,546952988979022","0,96",0,audio_features,1b0e8KK2tIgMkT2tub9M93,Happy,Haven't You Heard,Alan Fitzpatrick,Haven't You Heard - Fitzy's Half Charged Mix
"0,96","0,0333","123,997","0,181","0,0188","0,323",4,"0,787",1,270968,"0,645059833284831","0,663",1,audio_features,425IeQzsyGZbyaLbWXIcsc,Happy,Mine Is Mine (Club Mix),Block & Crown,Mine Is Mine - Club Mix
"0,951","0,173","124,007","0,0439","0,108","0,836",4,"0,631",5,219715,"0,489609684967353","0,703",1,audio_features,0C3QADQBYFjcSeU8bY7Oex,Happy,Simple Hit,Dombresky,Simple Hit
"0,796","0,135","124,976","0,197","0,000408","0,000112",4,"0,622",5,217008,"0,591765987614097","0,41",1,audio_features,5TFNLwaVqrBUAU0lwxUVoH,Happy,Better Together,Boston Bun,Better Together
"0,75","0,28","123,012","0,0481","0,00184","0,542",4,"0,762",7,259080,"0,539448512634683","0,439",1,audio_features,6MEeYEu1kOWewEKwmHC35I,Happy,Juanita,Moon Boots,Juanita
"0,78","0,0903","124,001","0,0822","0,0000471","0,882",4,"0,749",1,348387,"0,484897561389797","0,242",1,audio_features,1KhvPAQTrLRXK5oFLvNd8W,Happy,Gamma Jack,Botnek,Gamma Jack
"0,871","0,532","128,037","0,0565","0,000214","0,0000172",4,"0,515",9,203535,"0,665656228461282","0,277",1,audio_features,4zr4cNZuOoNMMiw9GZXcmo,Happy,Neon Future III,Steve Aoki,Golden Days (feat. Jim Adkins)
"0,776","0,0916","124,018","0,0992","0,00894","0,738",4,"0,734",5,284507,"0,411291751713748","0,793",0,audio_features,7elX5HalbHX0ce1dql4ckd,Happy,Our Beats,Cavi,F The Disco
"0,88","0,0634","126,054","0,0381","0,00494","0,0131",4,"0,632",3,168095,"0,486239235603395","0,552",0,audio_features,1jMzC6YdAsmQFoS5M1s8iF,Happy,Praise You 2009,Fatboy Slim,Praise You 2009
"0,889","0,24","127,012","0,127","0,0476","0,0336",4,"0,638",11,151181,"0,544753463327543","0,511",0,audio_features,2dmZy75CTSv6BFo7IbO0eK,Happy,,,
"0,8","0,0888","119,992","0,038","0,112","0,0000104",4,"0,578",5,190000,"0,662979347670668","0,584",0,audio_features,2URnJ0pGKPFpZowwVjKwPR,Happy,,,
"0,963","0,181","128,013","0,0304","0,0404","0,71",4,"0,753",9,171288,"0,535858346934225","0,405",0,audio_features,5doEbu0OO4YLpW7T3Vo2fr,Happy,,,
"0,912","0,239","123,996","0,0319","0,0069","0,717",4,"0,539",0,241935,"0,406069153365635","0,247",1,audio_features,6GGODyP2LIdbxIfYxy5UbN,Happy,,,
"0,934","0,0797","126,035","0,0442","0,00783","0,494",4,"0,847",9,232211,"0,538207815484604","0,863",1,audio_features,01fVbxyW9y2oKdXvg56uE5,Happy,,,
"0,936","0,0669","123,04","0,118","0,0277","0,000083",4,"0,829",2,213161,"0,617021077743846","0,353",1,audio_features,64SQGeNox2aIO5tJwv1hZM,Happy,,,
"0,864","0,103","123,998","0,0496","0,000961","0,609",4,"0,788",11,189677,"0,618514663260329","0,825",0,audio_features,26LrcfQvosoKyUiLV0057Q,Happy,,,
"0,865","0,0425","122,994","0,0351","0,00915","0,486",4,"0,747",8,233979,"0,393822024133837","0,935",0,audio_features,2NeSirLM2VHQW4upn0nMfB,Happy,,,
"0,707","0,111","125,981","0,0367","0,00492","0,873",4,"0,585",11,274315,"0,236673699833449","0,37",0,audio_features,04y3erxQR6KFwuiiX31Yh8,Happy,,,
"0,869","0,167","112,949","0,0637","0,0439","0,0000994",4,"0,695",3,212486,"0,642391816824386","0,32",1,audio_features,7GAOQ8MtrE35VOIwf49l3k,Happy,,,
"0,832","0,912","123,992","0,0624","0,0124","0,651",4,"0,792",0,210121,"0,621798972425462","0,71",1,audio_features,1LMdGzqmGVKwOpLKM3lVEk,Happy,,,
"0,832","0,303","120,826","0,0402","0,032","0,000163",4,"0,718",0,150120,"0,552395332089351","0,732",1,audio_features,4RdWrVJOIkgEtgrBNRFSqX,Happy,,,
"0,948","0,628","124,001","0,0676","0,00017","0,935",4,"0,846",2,357938,"0,488427378422925","0,813",1,audio_features,7C1qYjaLDSH54XWf6EQPKC,Happy,,,
"0,942","0,314","124,004","0,0771","0,00395","0,878",4,"0,642",10,427500,"0,533150719948452","0,182",1,audio_features,2pNtIGopqr4wFDhpc9uAMC,Happy,,,
"0,811","0,126","126,023","0,0629","0,00301","0,0413",4,"0,675",0,207265,"0,448435514638966","0,271",0,audio_features,6KSo1lI5GUtlvksaDWM7ZO,Happy,,,
"0,973","0,177","121,998","0,0935","0,00826","0,0000659",4,"0,772",9,166832,"0,579762338417263","0,899",1,audio_features,1ijyoI3mHIwccQWNG2zubP,Happy,,,
"0,966","0,0671","126,017","0,0407","0,00611","0,953",4,"0,496",2,207772,"0,663132021883553","0,0615",1,audio_features,14xRN4tmWY5ZY7bTNmMUos,Happy,,,
"0,88","0,0447","121,997","0,044","0,0023","0,332",4,"0,838",7,256598,"0,484172367584099","0,743",1,audio_features,064PIXni8eIfwYocDoCBUD,Happy,,,
"0,946","0,35","122,003","0,0967","0,00562","0,761",4,"0,747",4,206855,"0,431668143978315","0,762",0,audio_features,3Q5JEE4e6YIR9ZMbFxnwiP,Happy,,,
"0,91","0,138","124,18","0,0977","0,113",0,4,"0,485",9,205027,"0,78559733226099","0,649",1,audio_features,3bvjsHQd792zIO4SKFxXKs,Happy,,,
"0,915","0,38","128,035","0,0361","0,0104","0,631",3,"0,625",8,208125,"0,676005142943426","0,395",1,audio_features,37iRYJhmxyfaz9qXDB2Env,Happy,,,
"0,899","0,116","121,97","0,191","0,0215","0,00118",4,"0,729",0,192731,"0,578295749192171","0,623",1,audio_features,2MYRU51rPa1QpukXT2lR7C,Happy,,,
"0,839","0,0772","123,041","0,0303","0,000772","0,00173",4,"0,679",0,148293,"0,526077829852765","0,566",1,audio_features,71qJKN5aGOnAHHuui6344H,Happy,,,
"0,948","0,049","123,977","0,0671","0,251","0,17",4,"0,763",0,157333,"0,54935110193834","0,729",0,audio_features,54v6jk9uWrdagmQnWjihxc,Happy,,,
"0,805","0,0856","126,008","0,0469","0,00711","0,00193",4,"0,506",1,227074,"0,622371934261533","0,383",1,audio_features,46lFttIf5hnUZMGvjK0Wxo,Happy,,,
"0,932","0,0623","126,994","0,0959","0,074","0,000121",4,"0,738",8,204230,"0,803711162215398","0,624",0,audio_features,1c0zagykmGPDYuxJeDqZhJ,Happy,,,
"0,392","0,0746","127,956","0,0342","0,174","0,724",4,"0,681",3,308836,"0,47108578542037","0,302",1,audio_features,4VBCN6uZjhB5ofZJXA4bLF,Happy,,,
"0,776","0,117","131,995","0,0378","0,00452","0,444",4,"0,56",11,345267,"0,45279330838717","0,226",0,audio_features,3LP8rsCH9nam9sou2MpgP5,Happy,,,
"0,673","0,1","124,996","0,0454","0,000367","0,845",4,"0,723",4,240067,"0,481227015370612","0,236",1,audio_features,2g5WlH1b6dce45feunvtoc,Happy,,,
"0,886","0,269","119,992","0,0447","0,0444","0,0000351",4,"0,706",11,194767,"0,565913429300722","0,554",1,audio_features,5Mp3qPXMfH5Dr3ZkBm7Ymj,Happy,,,
"0,54","0,127","82,156","0,0255","0,192",0,4,"0,586",0,252302,"0,515169330106413","0,162",1,audio_features,7vVtCG0LmChEV6NaIwALOh,Happy,People Need A Melody,The Head and the Heart,People Need A Melody
"0,374","0,255","138,592","0,0672","0,861","0,134",4,"0,593",4,207187,"0,268410808354523","0,752",1,audio_features,1a01Toe3uKNRhqLmW9x3Ar,Happy,"Penny, Heads Up",Caamp,"Penny, Heads Up"
"0,595","0,178","190,043","0,0325","0,663","0,0000558",4,"0,388",1,204213,"0,323630914170818","0,596",1,audio_features,08cXy6KUizaAelYXtcew3w,Happy,Milo Greene,Milo Greene,1957
"0,79","0,155","111,025","0,0353","0,472","0,713",4,"0,48",4,241707,"0,408554501530831","0,446",1,audio_features,33faLM9uNVtibuZIb37MOV,Happy,Shake,The Head and the Heart,Shake
"0,948","0,112","88,556","0,0439","0,126","0,0122",4,"0,512",1,193240,"0,401652061181803","0,607",1,audio_features,2BBb3UMJBNlofpC25pbSp4,Happy,Spotify Sessions,Half Moon Run,Call Me In The Afternoon
"0,864","0,222","99,995","0,0468","0,484",0,4,"0,637",8,214720,"0,603879101223272","0,706",1,audio_features,45FrYVS9BScbfO8lujdsW0,Happy,Saturday Sun,Vance Joy,Saturday Sun
"0,585","0,102","129,98","0,0367","0,658","0,876",4,"0,661",5,273533,"0,273684372683344","0,606",1,audio_features,2LY0DjFGGF0JQugFzWSGpi,Happy,Chateau,Angus & Julia Stone,Chateau
"0,714","0,0785","78,211","0,0367","0,658","0,0000052",4,"0,523",11,216120,"0,499976969687456","0,659",1,audio_features,2ZR7DiAXXAOUr85ZBreWt4,Happy,Gloria,The Lumineers,Gloria
"0,681","0,145","168,533","0,0385","0,137","0,633",4,"0,373",2,289162,"0,398015513542672","0,249",1,audio_features,0CKT4fraX6cV2T0HeGGIJm,Happy,Too Late Babe,The Lowest Pair,Too Late Babe
"0,618","0,184","108,942","0,04","0,666","0,00176",4,"0,66",8,195680,"0,391922322454977","0,302",1,audio_features,4wDhECcwcKR4jZEEDiye5a,Happy,The Great Escape,Devarrow,Little Road
"0,823","0,0855","176,536","0,122","0,0538","0,0000248",4,"0,431",7,227105,"0,525291048450048","0,624",1,audio_features,1UM7bluhwWTGfhvWWOshk7,Happy,Graveclothes,Birdtalker,Graveclothes
"0,947","0,0974","110,006","0,0517","0,431","0,007",4,"0,662",7,236280,"0,478134410238738","0,31",1,audio_features,3sdpasrIhFH4gWuoi0iWym,Happy,Mountain To Move,Nick Mulvey,Mountain To Move
"0,749","0,255","111,986","0,0304","0,654","0,213",4,"0,618",11,194129,"0,55635244374353","0,548",0,audio_features,0pXkRtFSYDSln6ITAPLPeP,Happy,Awake,Freedom Fry,Awake
"0,59","0,25","155,208","0,0565","0,751",0,4,"0,388",6,133477,"0,437874848434925","0,747",1,audio_features,0KlO835SZ6WZKHKsaCtqSh,Happy,Common Man,Caamp,Common Man
"0,621","0,0712","77,578","0,0359","0,637","0,000122",4,"0,651",8,135560,"0,432962218251013","0,914",1,audio_features,3ihp0qYSN89GBnrgF6GhRh,Happy,Seven Sisters,Beta Radio,Either Way
"0,775","0,0947","151,393","0,0394","0,228","0,000143",4,"0,536",8,201413,"0,458933753279408","0,485",1,audio_features,2ToW7zhGCrVrLU4fiKj9U1,Happy,Cleopatra,The Lumineers,Cleopatra
"0,798","0,403","152,058","0,111","0,022","0,00000629",4,"0,374",2,160600,"0,584790084144481","0,311",1,audio_features,5r47m8Td4m1CCzCHiKDBEd,Happy,Count On Me,The Lone Bellow,Count On Me
"0,677","0,112","135,177","0,0354","0,0372","0,000137",4,"0,396",3,239880,"0,42106583065041","0,249",1,audio_features,2kG5litgxXvx6ZRgwO1v7W,Happy,Little Neon Limelight,Houndmouth,Sedona
"0,764","0,287","85,98","0,0414","0,373","0,0014",4,"0,5",9,197597,"0,418263531510771","0,683",1,audio_features,4C2yMWKNf2gLgXZgdhazzu,Happy,Terms of Surrender,Hiss Golden Messenger,I Need a Teacher
"0,409","0,125","129,983","0,0377","0,662","0,296",4,"0,572",3,247373,"0,269649736354342","0,351",1,audio_features,4d4OJTq2Yl7TyiuGMLxa1h,Happy,Olalla,Blanco White,Olalla
"0,424","0,107","108,997","0,0522","0,435","0,00049",4,"0,959",2,192743,"0,334965439157828","0,852",1,audio_features,6VJESmw3puw9eFpmglP2dM,Happy,Hummingbird,Traveller,Hummingbird
"0,354","0,208","98,075","0,0334","0,73","0,00000343",3,"0,564",7,240587,"0,286747737558132","0,423",1,audio_features,47KDDZgFiX1w6RFOuLXsSn,Happy,Tomorrow,Shakey Graves,Tomorrow
"0,724","0,251","146,917","0,0434","0,183","0,000136",4,"0,428",11,207519,"0,433311285211838","0,184",0,audio_features,4F9jpNQDKRFoyM4Ebpni6S,Happy,XOXO,Family and Friends,Amadeus
"0,754","0,127","117,924","0,0689","0,408","0,00000345",4,"0,616",7,190787,"0,430923322818626","0,376",0,audio_features,3ocLv1zQYgIT09uIWjmTSz,Happy,Paper Crown,The Ballroom Thieves,Can't Cheat Death
"0,609","0,164","86,703","0,107","0,303",0,4,"0,576",7,212800,"0,505766430138954","0,737",1,audio_features,0ewrI06EIDMGXvgJxuyF3U,Happy,And The War Came,Shakey Graves,Dearly Departed (feat. Esmé Patterson)
"0,94","0,109","112,02","0,0332","0,0897","0,0000728",4,"0,499",0,195000,"0,729373533189316","0,477",1,audio_features,7nlGMUcyIGWZQFkOOxOWl5,Happy,Back to You,WILD,Back to You
"0,842","0,0755","128,973","0,0657","0,00447",0,4,"0,546",2,170960,"0,52541201511008","0,34",1,audio_features,4l94386YhnCzduk44xzFRx,Happy,EP,Twin Forks,Back To You
"0,667","0,0852","88,299","0,0301","0,206","0,352",4,"0,574",5,226187,"0,535488316920296","0,546",1,audio_features,23HxMVdUqSsWwar52dS4ZT,Happy,Boys & Girls,Alabama Shakes,Hold On
"0,533","0,332","183,791","0,0473","0,429","0,00000366",4,"0,443",7,222813,"0,503732532785502","0,596",1,audio_features,0efT4YKQLQx2YHbp6vgRX8,Happy,Hozier,Hozier,Someone New
"0,47","0,532","118,06","0,0316","0,68","0,914",4,"0,558",7,238640,"0,530884444230988","0,427",1,audio_features,3JeT6Xcv6MlEHHylk8SKQ1,Happy,Ambivalence Avenue,Bibio,lovers’ carvings
"0,736","0,167","105,529","0,0325","0,118",0,4,"0,625",1,188453,"0,369062568584121","0,909",0,audio_features,3eeIdvZqXaffY0yVRgbGfQ,Happy,Flight Of The Crow,Passenger,Shape of Love
"0,648","0,0555","111,733","0,035","0,108","0,0135",4,"0,359",3,278373,"0,443608643931433","0,133",1,audio_features,5g7rJvWYVrloJZwKiShqlS,Happy,My Head Is An Animal,Of Monsters and Men,Dirty Paws
"0,869","0,112","125,63","0,0322","0,327","0,000132",3,"0,484",9,195160,"0,647291642999327","0,757",1,audio_features,0qau061S9oIy7S5xHruwHA,Happy,The Spirit Moves,Langhorne Slim,Put It Together
"0,825","0,337","100,137","0,031","0,0695","0,0000152",4,"0,46",0,228587,"0,54935110193834","0,443",1,audio_features,0PHm9MrfZdEUasfd1XC0n2,Happy,Spotify Singles,The Head and the Heart,All We Ever Knew - Recorded at Spotify Studios NYC
"0,417","0,206","115,422","0,0361","0,275",0,4,"0,538",2,177340,"0,347696244617813","0,252",1,audio_features,28kOpVf1aCgL0LSFfuKV4w,Happy,I Need to Start a Garden,Haley Heynderickx,Oom Sha La La
"0,579","0,452","109,948","0,0416","0,267","0,00602",4,"0,699",1,247613,"0,472933414918652","0,128",1,audio_features,1hWQvA6oGVJ2mAVsZ59AaV,Happy,Nathaniel Rateliff & The Night Sweats,Nathaniel Rateliff & The Night Sweats,S.O.B.
"0,718","0,124","101,034","0,0261","0,143","0,0713",4,"0,649",0,274093,"0,468112243208238","0,718",0,audio_features,2EWpa5XnAuSn0sIkSSIhYk,Happy,Men Amongst Mountains,The Revivalists,Wish I Knew You
"0,638","0,078","144,458","0,0323","0,000921",0,4,"0,486",0,199827,"0,488033911032648","0,178",1,audio_features,2fpDrL2Vpee0JnM6AoUFvl,Happy,Silver Lining,Mt. Joy,Silver Lining
"0,696","0,355","122,556","0,0526","0,149","0,000924",4,"0,416",3,238427,"0,324227613757601","0,441",1,audio_features,63YnmHKlutFFkgfFB0OcPU,Happy,Mountain Man,Liz Cooper & the Stampede,Mountain Man
"0,457","0,114","170,017","0,0479","0,0374","0,313",4,"0,597",2,219978,"0,50518448007933","0,416",0,audio_features,4AWI4fVE4KEqZQUN0H8j3z,Happy,Freak (Radio Edit),King Charles,Freak - Radio Edit
"0,858","0,316","107,985","0,042","0,0386","0,00222",4,"0,57",2,199853,"0,579962615819642","0,451",1,audio_features,7vGhzPya4P2IHVG7WtZADZ,Happy,White Flag,Joseph,White Flag
"0,673","0,0695","127,995","0,0318","0,0964","0,00000694",4,"0,728",5,214853,"0,514872860140547","0,489",1,audio_features,7MUNNBJKYo3cdokp06wEOB,Happy,Lay It On Me,Vance Joy,Lay It On Me
"0,655","0,124","126,593","0,0393","0,104","0,00347",4,"0,52",3,273853,"0,472280484392232","0,289",1,audio_features,5HF5PRNJ8KGtbzNPPc93tG,Happy,My Head Is An Animal,Of Monsters and Men,King And Lionheart
"0,746","0,257","102,093","0,0422","0,0594","0,00103",4,"0,522",8,220333,"0,446735021460444","0,404",1,audio_features,0W4sXm430e78yQCgcvEXwp,Happy,Wolf - Single,First Aid Kit,Wolf (Bonus Track)
"0,649","0,062","114,869","0,0334","0,405",0,4,"0,489",7,191635,"0,498827054566981","0,734",1,audio_features,4brAByI9ZV7WOYDwT3yPaH,Happy,Hi Ho,The War and Treaty,Hi Ho
"0,704","0,0543","121,009","0,0499","0,00463","0,451",4,"0,787",6,194230,"0,475335225942805","0,504",1,audio_features,5AqNpVjueURnEaMDzIrUl8,Happy,Start Right Now (feat. Laney Jones),Young Pines,Start Right Now (feat. Laney Jones)
"0,841","0,136","138,976","0,0423","0,0299","0,00382",4,"0,604",1,203310,"0,55303166695141","0,578",1,audio_features,23cj0rlc0UtTBaCg60VCkm,Happy,Celeste EP,Ezra Vine,Celeste
"0,699","0,124","123,965","0,0469","0,0694",0,4,"0,749",5,211360,"0,436867764229815","0,641",0,audio_features,2vcwh4UGbHy3gkhCEvBDMn,Happy,Sinking Ship / Back & Forth,Wild Child,Back & Forth
"0,686","0,113","112,974","0,028","0,371","0,00000113",4,"0,655",7,186109,"0,518740313305316","0,544",1,audio_features,5rRDCbF97rcJW0ES9RhPhC,Happy,Life's What You Make It,Graham Colton,Life's What You Make It
"0,887","0,111","117,021","0,0331","0,149","0,332",4,"0,716",5,242000,"0,410298566847005","0,78",1,audio_features,0P3IyyiJecMoAX9Q4cbwHX,Happy,Alive,Graeme James,Alive
"0,542","0,258","81,975","0,0269","0,561","0,00000153",4,"0,761",4,189907,"0,546009249754273","0,87",1,audio_features,08XjENEbgIDSYVNFikaqYH,Happy,Our Bodies,Emil Landman,Our Bodies
"0,549","0,082","99,985","0,0295","0,326","0,00256",5,"0,703",0,199743,"0,326174496005893","0,385",1,audio_features,5YVYVuNA44FT2yVxEXOw3r,Happy,Empress,Morningsiders,Empress
"0,494","0,159","99,909","0,0263","0,188",0,4,"0,519",6,192827,"0,537093627999938","0,243",1,audio_features,3e5Ee5GrNzSnCt2laIDm3S,Happy,Love Love Love,Avalanche City,Love Love Love - AU Master
"0,489","0,0856","131,377","0,0343","0,715","0,00000185",4,"0,383",8,208200,"0,383089280638415","0,387",1,audio_features,73nQzhgyvxkYosAmTlcFm6,Happy,The Wild Hunt,The Tallest Man On Earth,King of Spain
"0,771","0,107","125,024","0,04","0,245",0,4,"0,602",3,156360,"0,596073754509684","0,41",1,audio_features,7BgN5iMlbla6J4LpEDrFMn,Happy,"Pretty Picture, Dirty Brush",The Harmaleighs,I Keep Ticking On
"0,7","0,0996","110,741","0,0437","0,413","0,00013",4,"0,492",8,253165,"0,446632168762159","0,605",1,audio_features,0ErpHxNt1kTyCQGlh43wr1,Happy,"America, Location 12",Dispatch,Only the Wild Ones
"0,77","0,0503","128,053","0,0556","0,312",0,4,"0,696",1,192467,"0,514398863028773","0,494",1,audio_features,5HUynLdprJzINndFXcidfu,Happy,firekid,firekid,Lay By Me
"0,872","0,0719","113,978","0,0297","0,00941","0,0000168",4,"0,694",10,251000,"0,645728567003961","0,962",0,audio_features,1QCuVVP4KWHCjRGWTVT9mz,Happy,Happiness Is Not A Place,The Wind and The Wave,Happiness Is Not A Place
"0,797","0,125","102,964","0,028","0,282","0,00000685",4,"0,735",4,205120,"0,545129895688911","0,852",0,audio_features,2MLOncjh8xeA06oP7ELsRi,Happy,Neighbors,Lucius,Neighbors
"0,564","0,115","92,958","0,0682","0,673",0,4,"0,648",5,215238,"0,306584362739977","0,377",1,audio_features,7fKF4HdftIEt3lLAy3rDG6,Happy,Chef'Special,Chef'Special,In Your Arms
"0,515","0,107","80,329","0,031","0,61","0,0000566",4,"0,519",5,231760,"0,336976798584403","0,714",1,audio_features,0iWUW8UNkmyUa8Aa6anow6,Happy,Call It Dreaming,Iron & Wine,Call It Dreaming
"0,22","0,179","104,03","0,0314","0,647","0,00814",4,"0,521",9,210507,"0,308958394760988","0,135",1,audio_features,588zNOzyZ0NbK8kMwYv5lO,Happy,"If You Need To, Keep Time On Me",Fleet Foxes,"If You Need To, Keep Time On Me"
"0,926","0,311","100,011","0,0319","0,0355","0,0582",4,"0,593",6,184347,"0,539448512634683","0,945",0,audio_features,3HdcqQpq7zb5GbEKBDY34p,Happy,Absolute Loser,Fruit Bats,Humbug Mountain Song
"0,916","0,204","123,969","0,0651","0,00914","0,00023",4,"0,618",6,250787,"0,583109342922981","0,717",0,audio_features,3bAgQ4fNuTVf98RtiVgKRv,Happy,In The Wind,MAGIC GIANT,Hideaway
"0,573","0,0857","76,023","0,0277","0,613","0,000363",4,"0,664",5,160097,"0,472117392658337","0,566",1,audio_features,3qhobDAfBcVoOWZP8Ck8R2,Happy,Ophelia,The Lumineers,Ophelia
"0,731","0,151","101,654","0,0379","0,431",0,4,"0,484",1,204280,"0,462700533236181","0,51",1,audio_features,7yq4Qj7cqayVTp3FF9CWbm,Happy,Dream Your Life Away,Vance Joy,Riptide
"0,541","0,0707","172,124","0,109","0,438","0,0011",4,"0,764",7,204000,"0,421890746567797","0,5",1,audio_features,2JSFoukATm26pxNGLfhAWe,Happy,One + One,Graeme James,One + One
"0,626","0,198","120,971","0,0426","0,746","0,000383",4,"0,538",8,207069,"0,304333667722781","0,337",0,audio_features,6m2cCJT4K54P5nLfRLyJud,Happy,Oncoming Clouds,Tom West,"Easy, Love"
"0,689","0,114","90,527","0,319","0,327",0,4,"0,788",11,212347,"0,523781313004198","0,766",1,audio_features,6XMYnm4OTEysN8blzqiCL9,Happy,True Sadness,The Avett Brothers,Ain't No Man
"0,883","0,222","96,539","0,0308","0,0283","0,45",4,"0,524",6,166440,"0,496020927395975","0,569",0,audio_features,6vyVxWBHLIqNdhy4IGz1LN,Happy,The Order Of Time,Valerie June,Shakedown
"0,871","0,266","86,965","0,103","0,0133","0,00000218",4,"0,229",6,215653,"0,591697861958719","0,395",1,audio_features,49YNXgHWiNSxz2wGtXCVZ7,Happy,In The Wind,MAGIC GIANT,Set On Fire
"0,504","0,126","133,077","0,0323","0,18","0,00393",4,"0,705",10,227947,"0,27133136521507","0,177",1,audio_features,0FkJp8j6TOpRWPCln1t9WB,Happy,American Dream,Cereus Bright,American Dream
"0,813","0,0969","121,801","0,0357","0,00549","0,00207",4,"0,511",0,184868,"0,458141886714533","0,826",1,audio_features,1R4hG0ZP1PBrP14eeOhdB5,Happy,Destroyer,Dead Man Winter,Destroyer
"0,572","0,0993","119,98","0,039","0,16","0,00282",4,"0,87",6,198582,"0,413666164908487","0,854",1,audio_features,2rwPOgMZHP8mFAYneg8bvh,Happy,The Art of Escape,Hein Cooper,Rusty
